DocId,DocTextlen,DocText,ADJ,ADP,ADV,AUX,CCONJ,DET,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,X,INTJ,DocType,FileSize,FilePath,DocCat
P_406,5661,profile gordon_brown ultimate prize 10 downing street continue elude prepare deliver record break ninth budget gordon_brown console thought long serve chancellor modern time reach milestone june overtake david_lloyd_george serve seven year 43 day 1908 1915 long mr brown continue job clear say type chancellor fail time rumour move the_foreign_office labour win general election mr brown dominate domestic political scene like chancellor politician gordon_brown bear glasgow 20 february 1951 son church_of_scotland minister small fife town kirkcaldy 12 canvass labour 20 lead political activist scotland achieve class degree history edinburgh_university go complete phd. early career spend lecture work television make the_scottish_labour_party attempt enter westminster edinburgh_south 1979 thwart present tory spokesman foreign affair michael_ancram 1983 take dunfermline east new constituency include rosyth naval base pit village coastal town entering_westminster come share office newly elect mp sedgefield tony_blair year mr_brown gain frontbench post shadow chief secretary treasury shadow chancellor john_smith's leadership 1992 death leader john_smith 1994 stand aside agree tony_blair clear run leadership infamous meal granita restaurant islington deal mr_blair day stand favour chancellor stuff westminster legend mr blair supporter deal exist endless newspaper column television film devote alleged deal leadership ambition temporarily thwart 1994 mr brown continue devotion politic 1997 election campaign say work average 18 hour day day week run treadmill hour morning dedication career underline comment mr brown girlfriend year princess marguerite romania eld daughter ex king michael romania say relationship politic politic politic true mr_brown marry pr executive sarah_macaulay 2000 change perspective couple hit tragedy early 2002 daughter jennifer die edinburgh royal infirmary 10 day bear seven week prematurely year later october 2003 couple son john event give chancellor opportunity soft trip africa early year publicise scheme cancel debt poor nation give chancellor opportunity human ideological difference mr brown mr_blair remain relatively modest chancellor oppose encroachment market nhs see old labour mr_blair approach wealth redistribution share belief market economic compatible social justice continue form ideological heart new_labour project portray medium lock permanent conflict mr brown supposedly nursing resentment betray young downing street neighbour succession mr_blair say frustrate public service reform thwart vengeful mr_brown reportedly delight keep prime minister dark content budget possible minute recent run negative headline labour mps take unprecedented step make direct appeal man stop bicker good party event like testimony ministerial colleague impossible dismiss the_brown/blair feud journalistic hearsay cook hack camp follower hothouse atmosphere westminster damage ability government job open question truce appear call run general election fresh spat spark blairite alan_milburn bring head mr_brown run election campaign tories having appear well pre election campaign far report mr_brown budget springboard revitalise labour campaign amid easy forget mr brown remain man likely succeed mr_blair labour leader shortage possible contender crown include mr milburn command sort support parliamentary party mr_brown mr_blair's decision retirement date give mr brown aim prime minister intention serve term elect take shine announcement chancellor supporter,71,136,29.0,50.0,24.0,101,190,26.0,29.0,64.0,100,108,18.0,0.0,110,0.0,0.0,Politics,5672,../input/bbc-full-text-document-classification/bbc/politics/406.txt,2
P_407,2706,boateng step election paul_boateng chief secretary treasury step labour mp forthcoming general election mr boateng 53 uk high commissioner south_africa uk black cabinet minister appoint post 2002 promote the_home_office prison minister mr boateng serve the_greater_london_council elect parliament 1987 declare today brent_south tomorrow soweto succeed previous high commissioner ann_grant shortly election widely expect hold 5 appointment dependent labour election prime minister tony_blair say paul value colleague trust friend year immense contribution public life britain delighted agree continue service people britain act representative south_africa chancellor gordon_brown say past year paul contribution treasury government exceptional privilege work closely closely treasury congratulate paul new appointment display huge dedication cause african development year fitting year challenge opportunity african continent paul give pivotal role fight poverty injustice look forward continue work paul vital agenda mr boateng say honour ask role especially come integral time relationship south_africa african continent shall new challenge opportunity ahead look forward embrace great anticipation ask appoint result fair open competition reply appoint result process labour conservative government appoint people party relevant experience mr boateng laugh suggestion election brent south seat danger say safe labour seat country shadow foreign secretary michael_ancram say government refuse approve mr boateng appointment ex cabinet minister helen_liddell high commissioner australia mr blair appointment paul_boateng late example worrying trend fail tony crony appoint senior diplomatic post say,42,66,10.0,39.0,14.0,36,75,6.0,18.0,35.0,56,62,9.0,0.0,48,0.0,0.0,Politics,2711,../input/bbc-full-text-document-classification/bbc/politics/407.txt,2
P_408,3528,howard hit mongrel jibe michael_howard say claim peter_hain tory leader act like attack mongrel show labour rattle opposition upbeat speech party spring conference brighton say labour campaigning tactic prove tories hit home mr hain claim tory tactic anti terror bill debate tell little bit rattled mr howard say mr hain leader commons tell bbc_radio today programme mr howard stance government anti terrorism legislation put country risk accuse tory leader behave like attack mongrel play opposition opposition sake mr howard tell party labour claim cling office cost far year compare fagin shylock flying pig morning peter_hain call mongrel know tell little bit rattled environment secretary margaret_beckett reject mr howard comment tell radio_4's pm programme labour rattle real duty try people focus michael_howard's record proposal try forward country example see believe poor judgement behalf mr howard say tory policy school taxis immigration crime strike chord voter beginning year election year make political weather tell party conference mr howard deny play politic raise case margaret_dixon operation cancel seven time grab headline party week ago hit labour claim mrs_dixon human shield human shield mr_blair human mr howard say party plan immigration quota focus medium coverage racist common sense pledge clean hospital well school discipline promise rid political correctness national curriculum chance decent state education come ordinary family teenage michael_howard apply cambridge today gordon_brown love stress party commitment cut taxis red tape increase basic state pension line earning finish personal appeal party activist win election day able tell child grandchild tell bit play help win famous election election transform country well labour election co ordinator alan_milburn say michael_howard's speech today confirm say strategy opportunism forward vision country reference appearance mr howard family conference stage mr milburn say michael_howard perfectly entitle pose family today hard work family britain damage plan cut £ 35bn public spending,41,59,23.0,39.0,15.0,53,134,3.0,24.0,67.0,61,106,11.0,1.0,80,0.0,0.0,Politics,3537,../input/bbc-full-text-document-classification/bbc/politics/408.txt,2
P_409,1663,tory urge change tory delegate gather expect conference general election declare britain need change party go spring forum try highlight see clear choice labour tory co chairman liam_fox open proceeding speech criticise tony_blair's record government labour rule characterise lose trust failure deliver tell brighton conference attack government failure control immigration asylum criticise record nhs tell delegate labour trust education crime tory government sort shamble immigration patient statistic bring discipline school say dr_fox underline tory promise cut tax £ 4bn bbc political correspondent shaun_ley say opinion poll suggest tories lag way labour issue health education economy conservative leader michael_howard welcome delegate conference friday address lunchtime speech welcome address postpone stay london lead party opposition the_prevention_of_terrorism_bill lengthy progress parliament bill finally pass friday evening 30 hour debate mr howard likely defend party handling bill pass conservatives accept prime minister tony_blair's promise mps able review year,14,33,5.0,18.0,7.0,23,67,1.0,15.0,18.0,27,32,3.0,1.0,40,0.0,0.0,Politics,1668,../input/bbc-full-text-document-classification/bbc/politics/409.txt,2
P_410,1572,sayeed stand tory mp tory mp jonathan_sayeed stand ground ill health decision come mr_sayeed survive attempt de select row allegation profit private tour parliament the_mid-bedfordshire_mp deny claim pay guide visitor palace westminster conservative leader michael_howard accept mp resignation announce mr sayeed suspend parliament week month commons standard privilege committee say conduct fall standard expect the_conservative_party withdraw whip month constituency association vote deselect mr sayeed win 173 299 vote vote mr_sayeed say fifth association member vote intend win election vote prompt constituency association president sir stanley_odell resign protest the_standards_and_privileges_committee inquiry launch the_sunday_times allege english_manner_limited charge client access westminster mr sayeed mr sayeed deny claim say suspension unjust wrong unreserved apology mps commons chamber insist committee report contain error fact mr sayeed mp mid bedfordshire 1997 represent bristol_east 1983 1992,9,34,4.0,18.0,6.0,24,45,6.0,8.0,12.0,38,26,6.0,0.0,37,0.0,0.0,Politics,1576,../input/bbc-full-text-document-classification/bbc/politics/410.txt,2
P_411,4891,howard unfinished business finish whisper the_conservative_party person reporter attempt slip quietly hall michael_howard break away print text speech party spring conference brighton deliver smart rebuff peter_hain's description attack mongrel claim personal abuse mean labour rattle tory challenge move stage party faithful rise foot applause personal ad libbe appeal fight victory day able tell child grandchild tell bit play help win famous election election transform country well speech pepper reference mr howard humble beginning child immigrant introduce son nick trainee vicar praise father honesty know life mean say say mr howard join stage wife sandra daughter larissa stepson sholto audience reaction little mute party conference standard mr howard overall message tories labour run win election sound hollow month ago mr howard claim justification tories campaign get great start labour foot immigration tony_blair hastily add sixth promise issue late pledge card manage score point traditional labour territory health education stunt involve margaret_dixon postpone operation maria_hutchings concern son special need education taste succeed bring issue alive force labour react senior tories believe long start tap public mood cut background noise connect ordinary voter late poster campaign flag range policy well school discipline clean hospital mean hard hospital clean immigration racist impose limit immigration headline think think contrast labour negative campaigning infamous fly pig poster oliver_letwin man lampoon labour poster affect bewilderment believe labour loss sure footing campaign trail the_peter_hain mongrel attack say late example party get tone wrong product claim tories set agenda understand labour machine appear kind state shock know week positive headline wonder tory activist morale likely crucial factor election analyst agree hinge party core support fantastic week say 20 year old politics student nick_vaughan policy get medium sense win think delegate speak election like 1970 ted_heath poll write pundit snatch victory harold_wilson's labour_party insist go run 2001 think 2001 go dent massive majority happen say john_murray aldridge_browhills_conservatives disappointing time different run strategy get bang blair foot credit tories recent change fortune lynton_crosby australian strategist succeed turn political veteran apparent hoper john_howard australia liberal_party serial election winner tories mountain climb michael_howard walk door number 10 allow natural bias tories opinion poll chance overturn labour whopping majority ahead gear start campaign proper party reason hope like australian namesake mr howard finish,58,101,36.0,68.0,18.0,77,166,8.0,50.0,94.0,55,142,19.0,0.0,111,0.0,0.0,Politics,4898,../input/bbc-full-text-document-classification/bbc/politics/411.txt,2
P_412,1410,"chance warning voter people england scotland wales register 1700 gmt able vote general election hold expect 5 fill form autumn register move house holiday leave election local council mayor part england 5 deadline voter register northern_ireland expire thursday complete registration form hand local authority day friday accept fax english county council poll unitary authority bristol isle_of_wight stockton tee mayor doncaster,_hartlepool,_north_tyneside stoke trent schedule 5 week preston_city_council report 14,000 voter register electoral roll fall 17.5 year big dip uk electoral_commission spokeswoman say political decision behalf day right vote election issue care want voice hear 5 need register friday 11 march council tax payer eligible vote registration official stress",13,40,7.0,25.0,9.0,12,48,8.0,9.0,17.0,23,30,5.0,0.0,28,0.0,0.0,Politics,1414,../input/bbc-full-text-document-classification/bbc/politics/412.txt,2
P_413,1148,sainsbury labour election gift science minister lord_sainsbury £ 2 m donation the_labour_party general_election fund late hefty donation party billionaire contribute £ 10 m 1999 david_sainsbury say pleased cash party vision deliver economic prosperity well public service britain general secretary matt_carter say fantastic gift help labour fight win election generosity david_sainsbury labour supporter labour campaign hard britain forward stop tories take mr carter say lord sainsbury add pleased able contribution general election fund the_labour_party believe party vision deliver economic prosperity well public service britain 64 year old late donation follow £ 2.5 m gift party 2003 lord sainsbury create life peer 1997 year appoint minister science,19,17,3.0,13.0,5.0,20,35,7.0,8.0,13.0,25,25,4.0,3.0,23,0.0,0.0,Politics,1155,../input/bbc-full-text-document-classification/bbc/politics/413.txt,2
P_414,3096,blair ahead poll tony_blair say personal standing eye voter issue general election prime minister say country wait poll possibly matter week tell observer government life constant barrage attack say stay charge feel unable contribute mr blair speak meet people country concern compensation culture say britain danger needless panic public safety issue speak amid flurry pre election campaigning prime minister say issue prime minister add afraid criticism job ask quit leader feel like liability labour say important job feel contribute offer say judgement people mr blair assessment likely see signal replace bring upsurge fortune labour administration comment come co chairman the_conservative_party liam_fox saturday call disappointment historic proportion prime minister mr blair say learn series time tough encounter member public question answer session country recent week pledge clamp britain grow compensation culture bring concern doctor teacher professional hamper work fear frivolous lawsuit shocked tell people run nursery worried let kid playground wet case slip fall end have legal case say get look way get people protection mr blair say government look sure legal aid abuse action doctor review carry lord chancellor department real debate risk pose public safety threat say danger depend media campaign day end spend literally hundred million pound meet small risk comment come government announce spend £ 200 m drug treat possible outbreak bird flu sudan 1 food scare commons leader peter_hain warn campaign trail see dangerous complacency display labour voter convince general election victory labour voter stay home marginal seat tory leader michael_howard come door number 10 tradesman key number 10 get power add,35,81,13.0,43.0,9.0,49,122,5.0,22.0,50.0,29,80,18.0,1.0,76,1.0,0.0,Politics,3106,../input/bbc-full-text-document-classification/bbc/politics/414.txt,2
P_415,1504,labour mp praise tory campaign conservatives lot smart way conduct general election campaign labour backbencher say derek_wyatt say have month campaign turn voter suggest people bored thing want great campaigning role chancellor gordon_brown labour say economy heart campaign mr_brown prominent role mr wyatt argue way currently figure poll people trust deliver year economy unmatched world tad foolish the_labour_party use past election labour election chief alan_milburn deny attempt sideline mr_brown face criticism let tories set agenda mr wyatt predict campaign way properly chancellor deliver budget mp sittingbourne sheppey say prime minister tony_blair try hard improve standing electorate sort campaign trust mr_blair hurt iraq controversy add labour party spokesman play difference mr wyatt say mr brown prominent campaign role election choice labour take britain forward conservatives take,10,25,13.0,18.0,8.0,33,49,3.0,4.0,15.0,34,35,3.0,0.0,35,0.0,0.0,Politics,1508,../input/bbc-full-text-document-classification/bbc/politics/415.txt,2
P_416,1729,"tories lib dem hit list liberal democrats aim unseat string tories include leader michael_howard_-_at general election mr howard seat liberal democrats list target include oliver_letwin david_davis theresa_may lib_dem's election chief lord rennard say say personal prominent conservatives slender lead seat lib dems second 2001 michael_howard win the_folkestone_&_hythe seat 20,645 vote compare 14,738 liberal democrat candidate peter_carroll give tory leader majority 5,907 ask amount party vaunted decapitation strategy lord rennard say term urge labour supporter vote tactically remove prominent conservatives think labour voter sort seat resist temptation use vote effectively remove conservative deny strategy opportunism insist the_lib_dem's policy issue tuition fee council tax free care elderly appeal side political spectrum favour tactical voting long tactic vote liberal_democrat add conservative spokesperson say liberal democrats talk like strategy problem liberal democrats face large number lib dem voter agree policy point soft crime support high taxis opposition control immigration support give europe control life",23,30,7.0,17.0,5.0,26,54,4.0,12.0,20.0,39,42,7.0,0.0,37,0.0,0.0,Politics,1733,../input/bbc-full-text-document-classification/bbc/politics/416.txt,2
P_417,2821,"lib dems unveil election slogan liberal democrats present real alternative forthcoming general election campaign charles_kennedy say unveil slogan party spring conference say glass ceiling ambition tell delegate labour abuse public trust tories fail oppose response conservatives insist theirs party understand forget majority speak harrogate mr kennedy say people want credible principled political party offer different vision britain liberal democrats stand iraq war say provide strong opposition government plan id card anti terror measure taxation say vote conservative 2001 good vote waste people need party listen concern party prepared stand party say prime minister respond claim tory_party co chairman liam_fox say like labour lib dems soft crime support high taxis oppose control immigration support give europe control life mr kennedy outline party plan impose 50 income tax rate earning £ 100,000 year money help pay key policy abolish university tuition fee scrap council tax favour local income tax provide free care elderly say labour tories claim sum add work family hard hit mr kennedy say britain fourth large economy world world class business world class workforce million pensioner live poverty line party campaign hard expect election prime minister tony_blair confirm timing early mr_kennedy tell radio_4's today programme possibility form coalition labour event hung parliament election independent party come independent party say mr kennedy fire recent day miss monday commons vote government controversial anti terrorism law 16 lib dem mps saturday lib dem chief executive say cock mr kennedy colleague miss vote government win majority 14 idea go happen lord rennard tell reporter party conference say certain mps chance vote plan",36,50,11.0,29.0,11.0,53,108,7.0,14.0,39.0,50,74,8.0,1.0,70,0.0,1.0,Politics,2837,../input/bbc-full-text-document-classification/bbc/politics/417.txt,2
S_001,1234,claxton hunt major medal british hurdler sarah_claxton confident win major medal month european_indoor_championships madrid 25 year old smash british record 60 m hurdle twice season set new mark 7.96 second win aaa title confident say claxton race come long training think chance medal claxton win national 60 m hurdle title past year struggle translate domestic success international stage scotland bear athlete own equal fifth fast time world year week birmingham_grand_prix claxton leave european medal favourite russian irina shevchenko trail sixth spot time claxton prepare campaign hurdle explain leap form previous season 25 year old contest long jump move colchester london focus attention claxton new training regime pay dividend the_european_indoors place 5 6 march,27,20,11.0,11.0,5.0,20,43,8.0,5.0,16.0,17,29,4.0,1.0,29,0.0,0.0,Sport,1238,../input/bbc-full-text-document-classification/bbc/sport/001.txt,3
S_002,899,o'sullivan run worlds sonia o'sullivan indicate like participate month world_cross_country_championships st_etienne athletics_ireland hint 35 year old cobh runner include official line event france 19 20 march provincial team select saturday nationals santry officially announce week o'sullivan present prepare london marathon 17 april participation o'sullivan currentily train base australia boost ireland team win bronze year agio santry saturday jolene_byrne maria_mccambridge fionnualla_britton automatic selection likely form long course team o'sullivan bupa great ireland run 9 april dublin,11,20,5.0,14.0,3.0,11,20,7.0,3.0,3.0,30,16,2.0,1.0,14,0.0,0.0,Sport,902,../input/bbc-full-text-document-classification/bbc/sport/002.txt,3
S_003,2041,greene set sight world title maurice_greene aim wipe pain lose olympic 100 m title athens win fourth world championship crown summer settle bronze greece fellow american justin_gatlin francis_obikwelu portugal hurt look medal mistake lose thing say greene race birmingham friday go happen goal go win world greene cross line 0.02 second gatlin win 9.87 second close fast sprint time greene believe lose race title semi final semi final race win race conserve energy francis_obikwelu come take know believe lane seven final lane seven feel race feel like run believe middle race able react people come ahead greene deny olympic gold 4x100 m man relay catch britain mark_lewis-francis final leg kansas star set head head lewis-francis friday norwich_union_grand_prix pair contest 60 m distance greene currently hold world record 6.39 second indoor meeting france resume training outdoor season task recapture world title helsinki august greene believe gatlin prove big threat ambition finland admit face rival world crown come think come ato boldon young crowd greene say get young guy come time,18,50,20.0,24.0,11.0,30,61,12.0,13.0,50.0,35,50,8.0,0.0,56,0.0,0.0,Sport,2045,../input/bbc-full-text-document-classification/bbc/sport/003.txt,3
S_004,1122,iaaf launch fight drug iaaf athletic world govern body meet anti doping official coach athlete co ordinate fight drug sport task force set examine doping nutrition issue agree programme de mystify issue athlete public medium priority decide change thing forum stakeholder allow express say iaaf spokesman get give lot food thought 60 people attend sunday meeting monaco include iaaf chief lamine_diack namibian athlete frankie_fredericks member the_athletes'_commission happy member athletic family respond positively iaaf sit discuss fight doping say diack lead federation field duty sport clean task force report the_iaaf_council april meeting qatar,11,18,8.0,13.0,6.0,18,45,3.0,10.0,17.0,15,31,1.0,0.0,29,0.0,0.0,Sport,1125,../input/bbc-full-text-document-classification/bbc/sport/004.txt,3
S_005,936,"dibaba break 5,000 m world record ethiopia tirunesh_dibaba set new world record win woman 5,000 m the_boston_indoor_games dibaba win 14 minute 32.93 second erase previous world indoor mark 14:39.29 set ethiopian berhane_adera stuttgart year compatriot kenenisa_bekele's record hope dash miscount lap man 3,000 m stage sprint finish lap soon ireland alistair_cragg win 7:39.89 bekele battle second 7:41.42 want sit kick say cragg keep pace plan 500 m matter bekele mistake race sweden carolina kluft olympic heptathlon champion slovenia jolanda_ceplak win performance kluft take long jump 6.63 m ceplak easily win woman 800 m 2:01.52",6,14,9.0,5.0,5.0,13,33,9.0,12.0,9.0,24,23,4.0,0.0,25,0.0,0.0,Sport,939,../input/bbc-full-text-document-classification/bbc/sport/005.txt,3
S_006,808,isinbayeva claim new world good pole vaulter yelena_isinbayeva break indoor world record clear 4.89 metre lievin saturday russian 12th world record career come day clear 4.88 m the_norwich_union_grand_prix birmingham olympic champion go attempt 5.05 m meeting france fail clear height man 60 m olympic 100 m champion maurice_greene finish second leonard_scott greene second consecutive defeat hand fellow american win birmingham week run race perfectly say scott win 6.46secs good time indoor happy know maurice long way peak start season,15,19,6.0,6.0,2.0,10,27,5.0,5.0,14.0,19,16,3.0,0.0,15,0.0,0.0,Sport,811,../input/bbc-full-text-document-classification/bbc/sport/006.txt,3
S_007,740,"o'sullivan commit dublin race sonia_o'sullivan seek regain title bupa great ireland run 9 april dublin 35 year old beat fourth year event having win year early understand solid winter training australia recover minor injury say race director matthew_turnbull mark_carroll irish record holder 3 km 5 km 10 km debut mass participation 10 km race carroll step form recent week late january score impressive 3,000 m victory lead american alan_webb boston carroll face stiff competition australian craig_mottram winner dublin year",11,20,1.0,8.0,2.0,8,28,8.0,3.0,6.0,21,16,0.0,0.0,14,0.0,0.0,Sport,743,../input/bbc-full-text-document-classification/bbc/sport/007.txt,3
S_008,1284,hansen delay return 2006 british triple jumper ashia_hansen rule comeback year setback recovery bad knee injury accord report hansen commonwealth european champion sideline european cup poland june 2004 hope able return summer wound injury slow heal coach aston_moore tell times look soon 2006 triple jumper moore say hansen able return sprinting long jump soon short term prospect involve specialist event problem wound healing set rehabilitation month solve push ahead say aim fit athlete start look sprinting long jump introduction competitive arena moore say confident hansen level competition unclear time commonwealth games melbourne march 34 frustrating time faze determination add,17,26,11.0,27.0,9.0,21,36,5.0,8.0,27.0,18,34,6.0,0.0,26,0.0,0.0,Sport,1287,../input/bbc-full-text-document-classification/bbc/sport/008.txt,3
S_009,2226,colour gardener storm win britain jason_gardener shake upset stomach win 60 m sunday leipzig international meeting gardener clock 6.56 second equal meeting record finish ahead germany marc_blume cross line 6.67 sec world indoor champion say get airport stomach upset vomit go home feel little well sunday morning decide run main race go perfectly gardener great_britain 4x100 m quartet win gold athens olympics turn attention weekend norwich_union_european_indoor trial sheffield give colour know plenty tank expect fast week say case chip away previous year result come scotland ian_mackie action leipzig step favour 400 m 200 m finish 21.72 sec germany alexander_kosenkow win race 21.07 sec dutchman_patrick_van_balkom second 21.58 sec plenty senior british athlete show indoor form weekend promise 60 m hurdler clock new uk record 7.98 second meeting norway 24 year old reach mark heat settle joint place aaa champion diane_allahgreen final break international scene olympic games season set indoor personal good 16.50 m triple jump meeting ghent leap 37 cm short brazilian winner jadel_gregorio's effort good qualify the_european_indoor_championships meeting finish 7.27 second high class woman 60 m. event win european medal favourite christine_arron france belgium rival kim_gevaert second britain joice_maduaka finish fifth 7.35 olympic bronze heptathlon medallist low key return action indoor meeting birmingham 28 year old clear 1.76 m win high jump throw 13.86 m woman shot,40,49,20.0,12.0,8.0,35,79,22.0,17.0,23.0,38,46,2.0,0.0,49,0.0,0.0,Sport,2234,../input/bbc-full-text-document-classification/bbc/sport/009.txt,3
S_010,1437,collin compete birmingham_world commonwealth 100 m champion kim_collins compete 60 m the_norwich_union_grand_prix birmingham 18 february the_st_kitts nevis star join british_olympic relay gold medallist jason_gardener mark_lewis-francis sydney_olympic 100 m champion world indoor record holder maurice_greene athens_olympic 100 m silver medallist francis_obikwelu collins run birmingham 2003 world indoor championships look forward compete strong field say get great reception form crowd nia win 60 m world indoor silver medal 2003 exciting return venue world champion say good shape underestimate home competition jason_gardener mark_lewis-francis olympic gold medallist sure aim win home supporter look forward compete britain good sprinter sure 60 metre exciting race evening collins sixth olympic final athens hope well result world championships finland summer big year plan defend 100 m world title helsinki august want perform 60 m indoor start year win form,18,30,8.0,19.0,13.0,19,44,12.0,7.0,19.0,30,22,1.0,0.0,28,0.0,0.0,Sport,1440,../input/bbc-full-text-document-classification/bbc/sport/010.txt,3
S_011,1136,radcliffe answer gb paula_radcliffe grant extra time decide compete the_world_cross-country_championships 31 year old concern event start 19 march france upset preparation london marathon 17 april question paula huge asset gb team say zara_hyde_peters uk_athletics work accommodate world compromise marathon training radcliffe decision tuesday deadline team nomination british team member hayley_yelling say team understand radcliffe opt event fantastic paula team say european cross country champion remember athletic basically individual sport achieve team bonus mess understand problem radcliffe world cross country champion 2001 2002 miss year event injury absence gb team win bronze brussels,16,20,4.0,16.0,5.0,18,34,5.0,7.0,14.0,21,29,6.0,0.0,24,0.0,0.0,Sport,1139,../input/bbc-full-text-document-classification/bbc/sport/011.txt,3
S_012,1296,edwards tip idowu_for_euro gold world outdoor triple jump record holder bbc pundit jonathan_edwards believe phillips_idowu gold the_european_indoor_championships idowu land 17.30 m british trial sheffield month lead world triple jump ranking jump sheffield win gold medal say edwards ability undoubted good performance happen domestic meeting idowu breakthrough year ago far commonwealth silver medal edwards keep idowu spot manchester games believe the_european_indoors madrid represent chance 26 year old prove credential britain triple jumper start produce international level beginning say edwards phillips need consistent sure victory madrid build confidence self belief good world qualifying round man triple jump madrid take place friday final schedule saturday olympic champion christian_olsson take entire indoor season ankle injury,21,24,11.0,13.0,7.0,16,44,3.0,8.0,18.0,27,26,4.0,0.0,26,0.0,0.0,Sport,1300,../input/bbc-full-text-document-classification/bbc/sport/012.txt,3
S_013,1852,kenya lift chepkemei suspension kenya athletic body reverse ban marathon runner susan_chepkemei official apology athletics_kenya ak suspend time london_marathon runner fail turn cross country team training camp embu withdraw ban chepkemei give reason absence say ak chief isaiah_kiplagat explain contract organiser race puerto_rice accept apology kenyan coaching team decide chepkemei include team month world_cross country championship 29 year old strong contender event france hopeful grant place 32 strong squad satisfied saga bring end chepkemei say ready prepare represent country disappoint give chance compete the_world_cross country championship ak insist make example chepkemei ban competition end 2005 organisation come intense international domestic pressure reverse decision 29 year old take 2002 2003 london_marathons edge radcliffe epic new york marathon contest year time world half marathon silver medallist challenge radcliffe year london event april ak drop harsh stance time world cross country 4 km champion edith_masai masai miss kenya world_cross country trial ankle problem ak insist disciplinary action prove injure subject doctor confirmation decide clear masai add kiplagat,24,31,4.0,29.0,8.0,30,66,10.0,13.0,22.0,35,44,6.0,0.0,39,0.0,0.0,Sport,1857,../input/bbc-full-text-document-classification/bbc/sport/013.txt,3
S_014,2791,mcilroy aim madrid title northern_ireland man james_mcilroy confident win major title weekend spar_european_indoor_championships madrid 28 year old great form recent week 800 metre favourite believe win abroad trial race sheffield run race middle say mcilroy new coach tony_lester help mcilroy career track 28 year old 800 metre runner match promise performance believe decision change coach base bring reward mcilroy live windsor feel career transform nonsense leadership style army sergeant lester lester well know work 400 m runner roger_black mark_richardson past guidance mcilroy secure win indoor season mcilroy claim good shape finish fourth ireland outdoor european championships 1998 decent year say mcilroy temporarily retire august return sport lester shrewd guidance race like try climb mount everest know try succeed see stand half dead terrify starting line bit mcilroy compare like sebastian_coe steve_cram steve_ovett young day compete benefit national_lottery funding situation change maintain current form repeat world class time produce 800 m 1000 m major race erfurt stuttgart early season russian_dmitriy_bogdanov win madrid venue week claim european championship race dutchman_arnoud_okken antonio_reina spain mcilroy unfazed admit look good win fair right opinion write let face look like beat season mcilroy time minute 46.68second erfurt elevate sixth place uk time list look madrid say focus year career have good team important ultimately course weekend means end getting prepare summer world championship ambition mean night august rest time see concentrate rebuild career,33,59,28.0,36.0,23.0,36,87,13.0,10.0,49.0,48,60,4.0,0.0,59,0.0,0.0,Sport,2796,../input/bbc-full-text-document-classification/bbc/sport/014.txt,3
S_015,879,uk_athletics agree new kit deal uk_athletics agree new deal adida supply great_britain squad age kit year german base firm kitte team_gb 2004 olympics deal 20 national olympic body uk_athletics chief david_moorcroft say athens experience extend major championship year ahead include european indoor world outdoor championship delighted moorcroft add hugely beneficial sport adidas commitment provide official personnel world class series live televise event week uk_athletics agree year deal energy drink company red_bull supply product athletic major domestic meeting high performance centre,17,17,5.0,8.0,4.0,13,36,4.0,1.0,7.0,14,20,0.0,0.0,14,0.0,0.0,Sport,882,../input/bbc-full-text-document-classification/bbc/sport/015.txt,3
S_016,1550,verdict delay greek sprinter greek athletic govern body postpone week judgement sprinter costas_kenteris katerina_thanou miss doping test pair face lengthy ban miss test include eve year athens olympics set learn fate end february late evidence push date decision expect mid march say lawyer michalis_dimitrakopoulos kenteris 31 win man 200 m title 2000 sydney games thanou 30 win woman 100 m silver medal sydney face maximum year ban find guilty athlete spectacularly withdraw athens olympics suspend the_international_association_of_athletics_federations iaaf miss test iaaf say sprinter fail provide sample test tel_aviv chicago athens order greek athletic govern body segas hold disciplinary inquiry athlete face criminal hearing greece miss drug test charge fake motorcycle accident day athens test lead spend day hospital follow final hearing late january athlete sound confident acquit confident optimistic thanou say time present new evidence committee aware clear new evidence,21,31,4.0,17.0,7.0,28,49,11.0,10.0,15.0,30,38,2.0,0.0,35,0.0,0.0,Sport,1553,../input/bbc-full-text-document-classification/bbc/sport/016.txt,3
S_017,1545,kenteris clear kostas_kenteris' lawyer call dope charge greek sprinter drop gregory_ioannidis submit new evidence greek athletic tribunal claim prove olympic champion case answer kenteris compatriot katerina_thanou give provisional suspension december fail drug test athens olympics greek tribunal expect verdict early week kenteris thanou withdraw athens olympics august miss drug test eve opening ceremony allege avoid test tel_aviv chicago games ioannidis say overwhelmingly show charge drop ioannidis say present evidence throw different light event lead pair sensational withdrawal athens games lawyer add proof authority know kenteris germany time allege miss test chicago nick_davies spokesman athletic rule body iaaf hand provisional ban say comment present hearing know say closed door expect verdict the_greek_athletics_federation end february obviously make statement kenteris win 200 m gold 2000 sydney olympics thanou win silver 100 m.,14,28,6.0,22.0,6.0,28,45,3.0,12.0,14.0,31,24,5.0,0.0,40,0.0,0.0,Sport,1549,../input/bbc-full-text-document-classification/bbc/sport/017.txt,3
